key,title,description,tabdefaultclassification,classification_status,tag,documentation status,steward:groupprofile,steward:user,processinglocation,index name,is_primary_key_manual,processingcapability,gdpr,is_cdc,coldefaultclassification,under retention,iac classification,intuit_classification,processing3rdparty,table_documentation,processingcategory
tax_src.ecs_clickstream_stg.case_number,Case Number,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.ecs_clickstream_stg.search_module,Search Module,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.ecs_clickstream_stg.license,License,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.dim_campaign.cid,Cid,<p>The campaign value associated with the event from clickstream which contains up to 9 parts separated by underscores. The parts can have different meaning depending on the team that created the campaign.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.auth_session_global.site_area_id,Site Area Identify,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.dim_campaign.cid1,Cid 1,<p>The first part of the campaign value.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.ecs_clickstream_stg.contact_channels_displayed,Contact Channels Displayed,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.ecs_clickstream_stg.application_locale,Application Locale,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.ecs_clickstream_stg.event_sender_xref_id,Event Sender Xref Identify,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.ecs_clickstream_stg.view_source,View Source,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.fact_clickstream_psd.offer_see_tax_situation,Offer See Tax Situation,<p>Do not use. Deprecated</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.visitor_session_global.is_stimulus,Is Stimulus,<p>Set if any of the events in a session has is_stimulus flag set. See the definition of the flag in @tax_src.fact_clickstream_psd</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.auth_session_global.page_url,Page Url,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.fact_url_parameters.ref_id,Ref Identify,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.fact_url_parameters.adid,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.fact_url_parameters.znp,Zonemap,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.fact_url_parameters.znf,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.fact_url_parameters.znc2,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.fact_url_parameters.znc4,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.fact_url_parameters.zntr,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.fact_url_parameters.znn,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.fact_url_parameters.zntl,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.fact_url_parameters.znc1,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.fact_url_parameters.zna,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.fact_url_parameters.as_of,As Of,<p>Time at which table data was generated</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_url_parameters.event_id,Event Identify,<p>Event ID. Maps to tax_src.fact_clickstream_psd</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_url_parameters.znc3,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.sub_offer_auth_psd_global.required_upgrade_location,Required Upgrade Location,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.sub_offer_auth_psd_global.object_detail,Object Detail,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.sub_offer_auth_psd_global.offer_take_sku_event,Offer Take Sku Event,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.sub_offer_auth_psd_global.task_name,Task Name,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.sub_offer_auth_psd_global.offer_take_to_sku,Offer Take To Sku,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.sub_offer_auth_psd_global.scope_area,Scope Area,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.tto_auth_log.auth_dt,Authorization Date,<p>Time at which the authorization event was pushed to JMS. Format: yyyy-MM-dd HH:mm:ss Timezone: UTC</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,public,N/A,N/A,N/A
tax_src.tto_auth_log.auth_id,Authorization ID,<p>This is the unique ID for each user</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_visitor_auth_id_global.tax_year,Tax Year,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.fact_visitor_auth_id_global.start_time,Start Time,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.fact_visitor_auth_id_global.ivid,Ivid,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.fact_visitor_auth_id_global.as_of,As Of,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.fact_visitor_auth_id_global.auth_id,Auth Id,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.sub_clickstream_visitor_nonffa_first.as_of,As Of,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty17.evar46,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty17.post_evar06,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty17.post_evar15,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty17.post_evar30,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty17.post_evar31,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty17.post_evar34,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty17.post_evar39,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty17.click_action_type,Click Action Type,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.campaign_id,Campaign Identify,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.country_id,Country Identify,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.event_list,Event List,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.prop08,Prop 08,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.prop41,Prop 41,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.prop42,Prop 42,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.plugins,Plugins,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.first_hit_page_url,First Hit Page Url,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.geo_city,Geo City,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.evar06,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.evar27,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.post_evar04,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.post_evar23,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.post_evar31,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.post_evar45,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty17.product_list,Product List,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty17.prop07,Prop 07,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty17.exclude_hit,Exclude Hit,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty17.post_browser_width,Post Browser Width,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty17.last_purchase_time_gmt,Last Purchase Time Greenwich Mean Time,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty17.new_visit,New Visit,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty17.evar29,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty17.evar42,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty17.post_evar20,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty17.post_evar21,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty17.post_evar44,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.prop06,Prop 06,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.prop15,Prop 15,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.prop17,Prop 17,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.prop25,Prop 25,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.prop40,Prop 40,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.prop50,Prop 50,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.post_t_time_info,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.visit_start_pagename,Visitorid Start Pagename,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.post_evar38,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty17.evar03,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty17.evar32,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty17.post_evar01,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty17.post_evar46,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty17.post_evar49,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty17.load_hour,Load Hour,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.user_server,User Server,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.hier5,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.evar24,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.evar28,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.evar46,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.evar49,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.post_evar13,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.evar18,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.evar25,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.post_evar18,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.post_evar19,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.post_evar30,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.post_evar32,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.post_evar34,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.click_sourceid,Click Sourceid,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.evar01,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.evar05,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.evar11,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.evar13,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.evar14,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.evar20,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.evar31,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.evar42,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.post_evar26,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.evar33,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.evar38,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.post_evar10,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.post_evar16,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.post_evar29,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.post_evar44,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty17.prop05,Prop 05,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty17.prop10,Prop 10,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty17.prop19,Prop 19,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty17.prop33,Prop 33,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty17.domain,Domain,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty17.visit_num,Visit Num,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty17.evar01,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty17.evar04,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty17.evar15,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty17.evar25,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty17.evar36,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty17.evar39,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty17.evar43,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty17.post_evar32,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty17.post_evar43,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.prop12,Prop 12,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.prop19,Prop 19,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.post_java_enabled,Post Java Enabled,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.visit_referrer,Visit Referrer,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.duplicate_purchase,Duplicate Purchase,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.evar04,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.evar07,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.evar15,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.evar32,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.evar50,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.post_evar08,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.post_evar40,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.load_hour,Load Hour,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty17.prop24,Prop 24,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty17.prop25,Prop 25,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty17.visit_start_page_url,Visitor Start Page Url,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty17.visit_referrer,Visit Referrer,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty17.evar22,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty17.evar30,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty17.evar48,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty17.post_evar05,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty17.post_evar10,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty17.post_evar11,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty17.post_evar40,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty17.click_context_type,Click Context Type,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.color_depth_id,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.ty_week,Type Week,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.prop20,Prop 20,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.hier4,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.visit_start_time_gmt,Visitor Start Time Greenwich Mean Time,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.yearly_visitor,Yearly Visitor,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.evar17,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.evar29,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.evar45,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.post_evar01,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.trans_clickstream_ctg_ty18.post_evar12,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.pseudonym_ids.tax_year,Tax Year,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.visitor_session.end,End,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
