key,title,description,tabdefaultclassification,classification_status,tag,documentation status,steward:groupprofile,steward:user,processinglocation,index name,is_primary_key_manual,processingcapability,gdpr,is_cdc,coldefaultclassification,under retention,iac classification,intuit_classification,processing3rdparty,table_documentation,processingcategory
tax_src.src_taxml_hist.stinfotp_eligda,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.stinfotp_felonn,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.stinfotp_jobedy,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.fautocw_sr2y_istrue,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche2y_expenses_other_interest_current_yr,Sche 2 Y Expenses Other Interest Current Year,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche2y_expenses_auto_prior_yr,Sche 2 Y Expenses Auto Prior Year,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1ws_carryover_at_risk_4797_reg,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1ws_carryover_sec179_reg,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1ws_ubia_adjustments,Sche 1 Was Ubia Adjustments,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1ws_gl_loss_limit_reduced,Sche 1 Was Global Loss Limit Reduced,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1ws_ordinary_gl,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1ws_sstb_yes,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1ws_expenses_depletion_reported_sche,Sche 1 Was Expenses Depletion Reported Sche,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1ws_expenses_utilities,Sche 1 Was Expenses Utilities,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1ws_expenses_management_percentage,Sche 1 Was Expenses Management Percentage,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1ws_property_foreign_postal_code,Sche 1 Was Property Foreign Postal Code,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche2_est_letter_2,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche2_ps_nonpassive_income,Sche 2 Pass Nonpassive Income,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1_re_expenses_mortgage_interest,Sche 1 Re Expenses Mortgage Interest,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1_re_personal_days,Sche 1 Re Personal Days,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sup_re_personal_days,Setup Re Personal Days,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.fschd_l22_chkbx_no,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.fschd_lt_8949_boxf_adjustments,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.fschd_st_8949_boxb_gorl,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.fschd_st_8949_boxb_adjustments,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.fschd_st_8949_boxa_gorl,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.amount_employee_expenses,Amount Employee Expenses,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.amount_mortgage_interest,Amount Mortgage Interest,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.amount_state_local_sales_tax,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.w2_ss_withheld,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.amount_f1040_premtxcr,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.amount_taxable_pension,Amount Taxable Pension,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.taxsum_ca_refund,Tax Sum Company Refund,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.taxsum_oh_agi,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.fasse_sec179_amount,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.k1pw_percent_profit_beginning,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.k1pw_limited_partner,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.stinfodp_dscha,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.stinfodp_loanbxy,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.amount_fwchtxcr_tei,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.f8949_lt_row_gorl,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.amount_student_loan_interest_paid,Amount Student Loan Interest Paid,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.amount_spouse_wage_income,Amount Spouse Wage Income,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.amount_spouse_selfemployed_income,Amount Spouse Self Employed Income,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.stinfotp_qtp,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.stinfotp_studenn,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche2y_expenses_amortization_prior_yr,Sche 2 Y Expenses Amortization Prior Year,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche2y_expenses_management_current_yr,Sche 2 Y Expenses Management Current Year,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1ws_carryover_vacation_operating,Sche 1 Was Carryover Vacation Operating,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1ws_trade_bus_name,Sche 1 Was Trade Bus Name,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1ws_expenses_real_estate_tax,Sche 1 Was Expenses Real Estate Tax,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1ws_expenses_total_mortgage_insur_percentage,Sche 1 Was Expenses Total Mortgage Insurer Percentage,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sup_remic_excess_inclusion,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1_re_type,Sche 1 Re Type,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sup_re_expenses_utilities,Setup Re Expenses Utilities,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sup_re_will_file_1099,Setup Re Will File 1099,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.fschd_st_8949_boxc_cost,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.bus_cogs_inventory_start,Bus Cogs Inventory Start,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.schc_contract_labor,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.bus_expense_rent_other,Business Expense Rent Other,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.w2_box14_codes,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.spouse_military,Spouse Military,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.firstname_spouse,Firstname Spouse,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.age_dependent_avg,Age Dependent Average,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.amount_f1040_l56,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.amount_disabled_credit,Amount Disabled Credit,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.amount_early_withdrawal_penalty,Amount Early Withdrawal Penalty,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.taxsum_ar_credits,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.fasse_state_depreciation_include_yes,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.fasse_state_depreciation_macrs,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.fasse_state_depreciation_cost_basis,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.fasse_depreciation_type,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.fasse_long_prod_period_yes,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.fasse_sda_30,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.fothinc_l10cs,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.k1pw_rental_actively_participated,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.k1pw_capital_amount_ending,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.k1pw_percent_capital_ending,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.k1pw_percent_loss_beginning,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.amount_fk1pw_l4b,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.stinfodp_reexp,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.stinfodp_eligdy,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.stinfodp_jobedy,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.stinfotp_n1098t,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.stinfotp_bookso,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.flag_full_time_student,Flag Full Time Student,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche2y_expenses_supplies_prior_yr,Sche 2 Y Expenses Supplies Prior Year,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche2y_expenses_other_mortgage_interest_prior_yr,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche2y_expenses_commissions_current_yr,Sche 2 Y Expenses Commissions Current Year,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1ws_carryover_passive_4797_reg,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1ws_qui_adjustments,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1ws_expenses_total_mortgage_interest_reported_sche,Sche 1 Was Expenses Total Mortgage Interest Reported Sche,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1ws_expenses_commissions_percentage,Sche 1 Was Expenses Commissions Percentage,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1ws_owned_jointly,Sche 1 Was Owned Jointly,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1ws_property_city,Sche 1 Was Property City,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche2_remic_excess_inclusion,Sche 2 Remic Excess Inclusion,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche2_est_total_passive_loss,Sche 2 Est Total Passive Loss,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche2_ps_passive_loss,Sche 2 Pass Passive Loss,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1_re_income_or_loss,Sche 1 Re Income Or Loss,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1_re_income_royalties,Sche 1 Re Income Royalties,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sup_re_type_commercial,Setup Re Type Commercial,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.fschd_bus_property_sales_4797,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.fschd_lt_8949_boxd_cost,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.amount_fschc_emphi,Amount Fschcez Emp Hi,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.amount_fschc_oth1,Amount Fschcez Other 1,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.schc_employee_benefits,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.schc_car_and_truck,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.bus_expense_legal,Business Expense Legal,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.lastname_spouse,Lastname Spouse,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.f1040_ppdy_istrue,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.amount_hope_credit,Amount Hope Credit,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.filing_id,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.num_f1040s6,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.flag_dtransw_tstock_istrue,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.flag_innocent_spouse,Flag Innocent Spouse,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.amount_fc195_a2,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.taxsum_oh_refund,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.taxsum_oh_nonrefundable_credits,Tax Sum Oh Nonrefundable Credits,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.fasse_state_depreciation_gl_basis,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.age_spouse,Age Spouse,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.amount_estimated_tax,Amount Estimated Tax,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.agi,Adjusted Gross Income,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.fasse_sda_50_100,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.fasse_business_use_percentage,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.fothinc_l10fs,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.fothinc_l10dt,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.fothinc_l10at,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.k1pw_activity_type_business,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.stinfodp_eligun,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.amount_taxpayer_selfemployed_income,Amount Taxpayer Self Employed Income,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.stinfotp_box1,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.stinfotp_reexp,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.stinfotp_fulla,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.stinfotp_credn,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.stinfotp_credy,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche2y_expenses_other_prior_yr,Sche 2 Y Expenses Other Prior Year,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche2y_expenses_repairs_prior_yr,Sche 2 Y Expenses Repairs Prior Year,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1ws_complete_disposition,Sche 1 Was Complete Disposition,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1ws_personal_days,Sche 1 Was Personal Days,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1ws_property_state,Sche 1 Was Property State,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche2_net_income,Sche 2 Net Income,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche2_ps_sec179_expense_deduction,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche2_ps_letter,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sup_ps_passive_loss,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1_re_amount_npa,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1_re_total_loss,Sche 1 Re Total Loss,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1_re_income_or_loss_text,Sche 1 Re Income Or Loss Text,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche2_ps_not_at_risk,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1_re_expenses_other_interest,Sche 1 Re Expenses Other Interest,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1_re_expenses_mortgage_interest_text,Sche 1 Re Expenses Mortgage Interest Text,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1_re_will_file_1099_yes,Sche 1 Re Will File 1099 Yes,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.num_sche,Num Sche,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.amount_fschc_msc1,Amount Fschcez Music 1,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.schc_zip,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.bus_expense_use_of_home,Business Expense Use Of Home,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.bus_expense_office,Bus Expense Office,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.amount_medical_dental_expenses,Amount Medical Dental Expenses,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.w2_sum_med_withheld,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.w2_sum_wages,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.amount_f1040_recovery,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.flag_disabled_or_blind,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.amount_sche,Amount Sche,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.amount_education_expenses,Amount Education Expenses,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.num_f8863,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
