key,title,description,tabdefaultclassification,classification_status,tag,documentation status,steward:groupprofile,steward:user,processinglocation,index name,is_primary_key_manual,processingcapability,gdpr,is_cdc,coldefaultclassification,under retention,iac classification,intuit_classification,processing3rdparty,table_documentation,processingcategory
tax_rpt.fi_mktg.device_type,Device Type,<p>Device Type</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.fi_mktg.visits,Visits,<p>Visits</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.fi_mktg.dwh_updated_timestamp,Data Warehouse Updated Timestamp,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.fi_mktg.type,Type,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.fi_mktg.partner,Partner,<p>Partner</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.fi_mktg.customer_type,Customer Type,<p>Customer Type</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.fi_mktg.dwh_created_timestamp,Data Warehouse Created Timestamp,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.fi_mktg.starts,Starts,<p>Starts</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.fi_mktg.vauths,Vauths,<p>Vauths</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.fi_mktg.sku,Sku,<p>Sku</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.fi_mktg.ltv,Latvia,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.fi_mktg.app_type,App Type,<p>App Type</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.fi_mktg.traffic,Traffic,<p>Traffic</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.fi_mktg.tto_segment_hybrid,Tto Segment Hybrid,<p>Tto Segment Hybrid</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.fi_mktg.tax_year,Tax Year,<p>Tax Year</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.fi_mktg.completes,Completes,<p>Completes</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.fi_mktg.priority_code,Priority Code,<p>Priority Code</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.fi_mktg.new_returning,New Returning,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.nlac_customer_behavior_detailed.had_life_events,Had Life Events,<p>Flag indicating that the customer provided information on a life event during the filing process.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.exec_dashboard_metric_values.last_modified_ts,last_modified_ts,<p>When the record was last modified.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.exec_dashboard_metric_values.metric_value,metric_value,<p>Aggregated value for dimensions.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.exec_dashboard_metric_values.reporting_date,reporting_date,<p>Reporting date for the metric aggregation.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.exec_dashboard_metric_values.page_group,page_group,<p>Viewed page group.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.exec_dashboard_metric_values.channel_group,channel_group,<p>Attributed marketing channel.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.exec_dashboard_metric_values.py_completed_sku,py_completed_sku,<p>Previous tax year completed sku.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.exec_dashboard_metric_values.completed_sku,completed_sku,<p>Completed sku.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.exec_dashboard_metric_values.start_sku,start_sku,<p>Start sku.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.exec_dashboard_metric_values.completed_platform_type,completed_platform_type,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.exec_dashboard_metric_values.start_platform_type,start_platform_type,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.exec_dashboard_metric_values.neauth_platform_type,neauth_platform_type,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.exec_dashboard_metric_values.channel_platform_type,channel_platform_type,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.exec_dashboard_metric_values.monthly_order_cohort,monthly_order_cohort,"<p>Grouping based on the order date from retention_analytics_master. Can be Dec/Jan, Feb, Mar, Apr or Post-Season</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.exec_dashboard_metric_values.completed_sku_rollup,completed_sku_rollup,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.exec_dashboard_metric_values.start_sku_rollup,start_sku_rollup,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.exec_dashboard_metric_values.completed_app_type,completed_app_type,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.exec_dashboard_metric_values.start_app_type,start_app_type,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.exec_dashboard_metric_values.channel_app_type,channel_app_type,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.exec_dashboard_metric_values.customer_type,customer_type,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.exec_dashboard_metric_values.last_retention_status,last_retention_status,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.exec_dashboard_metric_values.customer_type_rollup,customer_type_rollup,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.exec_dashboard_metric_values.tto_segment_hybrid_rollup,tto_segment_hybrid_rollup,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.exec_dashboard_metric_values.contact_type,contact_type,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.exec_dashboard_metric_values.diy_assisted,diy_assisted,"<p>Calculated based on completed sku. Can be DIY Free, TTL Paid, DIY Paid or null.</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.exec_dashboard_metric_values.latino_flag,latino_flag,"<p>Namesake prediction of latino primary filer. Can be true, false or No Prediction.</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.exec_dashboard_metric_values.tax_year,tax_year,<p>Tax year.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.exec_dashboard_metric_values.calculation_type,calculation_type,<p>Calculation type that applies to the metric. Records with the value cumulative are derived from added records.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.exec_dashboard_metric_values.metric_type,metric_type,<p>Type of metric. Can be Actual or Forecast.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.exec_dashboard_metric_values.metric_name,metric_name,<p>Name of the metric.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor.visits_nbr,Visits Number,<p>Total number of visits (or session_keys) associated with a visitor (or ivid) in the current tax season.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor.visitor_type_name,Visitor Type Name,<p>New or Exsiting user classification that happens post authentication</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor.visitor_omt_id,Visitor Online Marketing Team ID,<p>Unique intuit visitor identified (or ivid) assigned to a visitors browser cookie.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor.first_neauth_datetime,First New or Existring Auth Datetime,<p>Timestamp that the customer first completed filing on for this tax year.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor.first_complete_app_type_name,First Complete App Type Name,<p>Timestamp of this auth_ids first auth of the tax year.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor.first_authentication_platform_type_name,First Authentication Platform Type Name,"<p>The application type associated with the first NEAuth for the test. Classifed as 'Stationary Web','Mobile App', and 'Mobile Web' and is derived from the dim_user_agent_id table.</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor.first_authentication_device_type_name,First Authentication Device Type Name,"<p>The platform type associated with the first NEAuth for the test. Platforms types are generally OS-device related like 'iOS','Android', 'Stationary OS', etc. Platform type is derived from the dim_user_agent_id.</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor.first_authentication_app_type_name,First Authentication App Type Name,"<p>The device type associated with the first NEAuth event for the given user and tax year. Device types are 'Stationary',Phone', 'Tablet', etc. Device type is derived from the user_agent_id.</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor.first_auth_prod_name,First Auth Product Name,"<p>The application type associated with the first NEAuth for the test. Application types are 'Stationary Web','Mobile App', and 'Mobile Web'. App type is derived from the dim_user_agent_id.</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor.first_assignment_datetime,First Assignment Datetime,"<p>Specifies the first product or sku someone authenticated into. Same as ""start_sku"" and is sourced from product_analytics_master.</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor.fed_form_complexity_str,Fed Form Complexity String,"<p>Before TY18: the federal tax forms the users used to file their return, including: ""F1040"", ""F1040A"", ""F1040EZ"".After TY18: it is based on the tax complexity, not the actual tax form the users use.</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor.experiment_ids_experienced_str,Experiment IDs Experienced,<p>Which Fed IRS form did a customer file on</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor.experiment_id,Experiment ID,<p>The ID of the experiment sourced from IXP platform</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor.device_type_name,Device Type Name,"<p>The device type associated with the first session for the given user and tax year. Device types are 'Stationary',Phone', 'Tablet', etc. Device type is derived from the user_agent_id.</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor.cr_numerator,CR Numerator,<p>Contact Resolution numerator from the post contact survey sent after a customer has connected with a care agent. Used to calculate the contact resolution rate. Positive answer indicates that the customer feels that we have answered their question.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor.cr_denominator,CR Denominator,<p>Contact Resolution denominator from the post contact survey sent after a customer has connected with a care agent. Used to calculate the contact resolution rate. Indicates whether the customer responded to this. question in the survey.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor.clear_start_over_l_datetime,Clear Start Over L Datetime,<p>The time when a customer cleared and started over their tax prep experience</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor.clear_start_over_ind,Clear Start Over Indicator,<p>Indicator if a customer cleared and started over their tax prep.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor.channel_group_name,Channel Group Name,<p>Advertising channels the visitor come in through. Sourced from dim_campaign_global table.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor.auth_id,Auth ID,"<p>The ""auth_id"" associated with the visitor (or ivid) who is subject to the experiment. As this is visitor it contains an IVID value.</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor.assisted_pro_usage_ind,Assisted Pro Usage Indicator,<p>Indicates whether the customer contacted a tax professional on the phone. Typically on for TTL SKUs.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor.app_type_name,App Type Name,"<p>The application type associated with the first session for the test. Classifed as 'Stationary Web','Mobile App', and 'Mobile Web' and is derived from the dim_user_agent_id table.</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor.any_tile_selection_flag,Any Tile Selection Flag,<p>An indicator for when any tile was selected.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_auth.tts_assisted_users,TurboTax Self Employed Assisted Users,<p>Flags auth_ids that submitted a contact request through self help. Does not include direct dial (i.e. dialed from Google search) calls.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_auth.tts_assisted_cnt,TurboTax Self Employed Assisted Count,"<p>Count of Assisted Contact Submissions through the web. This is a total count, so can be &gt; 1 if a customer submitted more than one request. Used to calculated Assisted Contact Rate.</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_auth.tto_segment_rup,TurboTax Online Segment Rupee,"<p>The rollup of 'New' and 'Skip Year' to 'New' and '1st Year Returning' and 'Veteran Returning' to 'Returning'. The marketing acquisition/retention segment of a TTO auth_id, derived only from AUTH_ID-based information. 'New', 'Skip Year', '1st Year Returning', 'Veteran Returning,' generally indicating the last time the auth_id last completed tax prep with Turbo Tax Online. 'Returning' means the auth_Id completed tax prep in the prior year and 'New' means they did not (though doesn't necessarily mean the auth_id was actually created in the current tax year).</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_auth.tto_segment,TurboTax Online Segment,"<p>The marketing acquisition/retention segment of a TTO auth_id, derived only from AUTH_ID-based information. 'New', 'Skip Year', '1st Year Returning', 'Veteran Returning,' generally indicating the last time the auth_id last completed tax prep with Turbo Tax Online.</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_auth.total_state_revenue,Total State Revenue,<p>The amount a customer paid for state tax prep</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_auth.total_max_ps_revenue,Total Max Premium Service Revenue,<p>The total amount a customer paid for the Max bundle and Premium services bundle combined</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_auth.total_federal_revenue,Total Federal Revenue,<p>The total amount a customer paid for their Fed product</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_auth.total_audit_defense_revenue,Total Audit Defense Revenue,<p>The amount of revenue we have gotten from audit defense purchases</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_auth.test_description,Test Description,<p>A general description of the experiment</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_auth.test_base_type,Test Base Type,<p>The basis type of the test</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_auth.state_attach_flag,State Attach Flag,<p>Did the customer attach a state at the auth level</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_auth.searchable_voters,Searchable Voters,"<p>Customers that voted on searchable content. Searchable content includes FAQ articles, User Generated content from Community, and other content rendered in search results.</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_auth.searchable_upvotes,Searchable Up Votes,"<p>Customer upvotes on searchable content. Used to calculate Searchable Helpful Rate. Searchable content includes FAQ articles, User Generated content from Community, and other content rendered in search results.</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_auth.searchable_total_votes,Searchable Total Votes,"<p>Customer votes on searchable content. Used to calculate Searchable Helpful Rate. Searchable content includes FAQ articles, User Generated content from Community, and other content rendered in search results.</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_auth.recipe_id,Recipe ID,<p>The ID of the experiment recipe (treatment) the user was assigned to.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_auth.recipe,Recipe,"<p>The recipe (treatment) identifier that this auth is in for the test, which includes the test number and recipe letter. Example: ty17_1588_A.</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_auth.pon_voters,Point of Need Voters,<p>Customer votes on Point of Need content</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_auth.pon_upvotes,Point of Need Up Votes,"<p>Customer upvotes on Point of Need content. Used to calculate Point of Need Helpful Rate. This is a count, not a flag.</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_auth.pon_total_votes,Point of Need Total Votes,<p>Customer total votes on Point of Need content. Used to calculate Point of Need Helpful Rate. This is a count not a flag.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_auth.pon_downvotes,Point of Need Down Votes,"<p>Customer downvote on Point of Need content. Used to calculate Point of Need Helpful Rate. This is a count, not a flag.</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_auth.num_state_attach,Num State Attach,<p>The number of state attaches a customer purchased </p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_auth.num_nonca_refund_transfer_attach,Num Non-CA Refund Transfer Attach,<p>The number ofnon california refund transfers a customer attached</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_auth.num_max_attach,Num Max Attach,<p>The number of Max Bundles the customer purchased</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_auth.np_responses,Net Promoter Responses,<p>Transactional Net Promotor Score response from the post contact survey sent after a customer has connected with a care agent. Used to calculate tNPS. Indicates that a customer gave a response to the survey question.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_auth.np_promoters,Net Promoter Promoters,<p>Transactional Net Promotor Score promoter from the post contact survey sent after a customer has connected with a care agent. Used to calculate tNPS. Indicates that a customer gave a 9 or 10 score.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_auth.np_passives,Net Promoter Passives,<p>Transactional Net Promotor Score passive response from the post contact survey sent after a customer has connected with a care agent. Used to calculate tNPS. Indicates that a customer gave a 7 or 8 score.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_auth.np_detractors,Net Promoter Detractors,<p>Transactional Net Promotor Score detractor from the post contact survey sent after a customer has connected with a care agent. Used to calculate tNPS. Indicates that a customer gave a 0-6 score.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_auth.monetization_take_ttl_upsell,Monetization Take TurboTax Live Upsell,<p>Did a customer take the TurboTax Live upsell anywhere</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_auth.monetization_take_ttl_help_panel_upsell,Monetization Take TurboTax Live Help Panel Upsell,<p>Did the customer take the TurboTax Live bundle at the help panel upsell</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_auth.monetization_take_plus_yoy_upsell,Monetization Take Plus Year Over Year Upsell,<p>Did a customer take the Plus bundle at the year over year data transfer upsell location</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_auth.monetization_take_plus_universal_upsell,Monetization Take Plus Universal Upsell,<p>Did a customer take the plus bundle upsell at the post personal information upsell at the auth level</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_auth.monetization_take_plus_tra_upsell,Monetization Take Plus Tax Return Access Upsell,<p>Did a customer take the plus bundle at the tax return access location</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_auth.monetization_take_plus_explainwhy_upsell,Monetization Take Plus Explain Why Upsell,<p>Did a customer take the plus bundle at the explain why location</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
